datetime,^OEX,cash,commission,total,returns,equity_curve,drawdown
2016-04-06,91821.00219726562,8356.5,43.5,100177.50219726562,0.009680795485859539,1.0017750219726564,0.005349992675780957
2016-04-07,0.0,100176.00219726562,45.0,100176.00219726562,-1.4973421847197521e-05,1.0017600219726566,0.005364992675780833
2016-04-08,0.0,100176.00219726562,45.0,100176.00219726562,0.0,1.0017600219726566,0.005364992675780833
2016-04-11,90657.00073242188,9271.499267578125,46.5,99928.5,-0.002470673532951051,0.9992850000000003,0.007840014648437088
2016-04-12,0.0,99927.0,48.0,99927.0,-1.5010732673848004e-05,0.9992700000000003,0.007855014648437075
2016-04-13,0.0,99927.0,48.0,99927.0,0.0,0.9992700000000003,0.007855014648437075
2016-04-14,92559.99755859375,7496.502197265625,49.5,100056.49975585938,0.001295943597419802,1.000564997558594,0.0065600170898434396
2016-04-15,92396.9970703125,7496.502197265625,49.5,99893.49926757812,-0.0016290844540731708,0.9989349926757815,0.008190021972655948
2016-04-18,0.0,99891.99926757812,51.0,99891.99926757812,-1.5015992141598211e-05,0.9989199926757815,0.008205021972655935
2016-04-19,0.0,99891.99926757812,51.0,99891.99926757812,0.0,0.9989199926757815,0.008205021972655935
2016-04-20,93454.99877929688,6524.501953125,52.5,99979.50073242188,0.0008759606924009233,0.9997950073242189,0.007330007324218513
2016-04-21,93103.99780273438,6524.501953125,52.5,99628.49975585938,-0.003510729439446747,0.9962849975585939,0.010840017089843501
2016-04-22,0.0,99626.99975585938,54.0,99626.99975585938,-1.5055932827245933e-05,0.9962699975585939,0.010855017089843488
2016-04-25,92747.998046875,6790.502197265625,55.5,99538.50024414062,-0.0008883085100989119,0.9953850024414064,0.011740012207031025
2016-04-26,92696.00219726562,6790.502197265625,55.5,99486.50439453125,-0.0005223692288094384,0.9948650439453126,0.01225997070312479
2016-04-27,92661.99951171875,6790.502197265625,55.5,99452.50170898438,-0.0003417818904565273,0.9945250170898439,0.012599997558593534
2016-04-28,91884.99755859375,6790.502197265625,55.5,98675.49975585938,-0.00781279444732974,0.9867549975585939,0.02037001708984354
2016-04-29,0.0,98673.99975585938,57.0,98673.99975585938,-1.520134180932331e-05,0.9867399975585939,0.020385017089843527
2016-05-02,92234.99755859375,7170.497802734375,58.5,99405.49536132812,0.007413255845294842,0.9940549536132813,0.013070061035156066
2016-05-03,0.0,99403.99536132812,60.0,99403.99536132812,-1.5089709020088549e-05,0.9940399536132813,0.013085061035156054
2016-05-04,0.0,99403.99536132812,60.0,99403.99536132812,0.0,0.9940399536132813,0.013085061035156054
2016-05-05,90879.99877929688,8458.4951171875,61.5,99338.49389648438,-0.0006589419731637403,0.9933849389648438,0.013740075683593589
2016-05-06,91209.99755859375,8458.4951171875,61.5,99668.49267578125,0.0033219627795118,0.9966849267578126,0.010440087890624783
2016-05-09,0.0,99666.99267578125,63.0,99666.99267578125,-1.5049891492591172e-05,0.9966699267578126,0.01045508789062477
2016-05-10,92440.00244140625,8411.494873046875,64.5,100851.49731445312,0.011884623051937382,1.0085149731445313,0.0
2016-05-11,0.0,100849.99731445312,66.0,100849.99731445312,-1.4873353791911015e-05,1.0084999731445312,1.5000000000098268e-05
2016-05-12,0.0,100849.99731445312,66.0,100849.99731445312,0.0,1.0084999731445312,1.5000000000098268e-05
2016-05-13,90780.99975585938,9252.4951171875,67.5,100033.49487304688,-0.00809620687306889,1.0003349487304687,0.008180024414062625
2016-05-16,0.0,100031.99487304688,69.0,100031.99487304688,-1.4994977451388003e-05,1.0003199487304686,0.008195024414062724
2016-05-17,0.0,100031.99487304688,69.0,100031.99487304688,0.0,1.0003199487304686,0.008195024414062724
2016-05-18,0.0,100031.99487304688,69.0,100031.99487304688,0.0,1.0003199487304686,0.008195024414062724
2016-05-19,90423.9990234375,9254.493896484375,70.5,99678.49291992188,-0.003533888867993107,0.9967849291992186,0.01173004394531274
2016-05-20,0.0,99676.99291992188,72.0,99676.99291992188,-1.504838161237032e-05,0.9967699291992185,0.011745043945312839
2016-05-23,0.0,99676.99291992188,72.0,99676.99291992188,0.0,0.9967699291992185,0.011745043945312839
2016-05-24,0.0,99676.99291992188,72.0,99676.99291992188,0.0,0.9967699291992185,0.011745043945312839
2016-05-25,0.0,99676.99291992188,72.0,99676.99291992188,0.0,0.9967699291992185,0.011745043945312839
2016-05-26,92615.99731445312,7045.494140625,73.5,99661.49145507812,-0.0001555169792912814,0.996614914550781,0.011900058593750318
2016-05-27,92948.9990234375,7045.494140625,73.5,99994.4931640625,0.0033413277698586263,0.9999449316406248,0.0085700415039065
2016-05-31,0.0,99992.9931640625,75.0,99992.9931640625,-1.5000826070865614e-05,0.9999299316406248,0.008585041503906488
2016-06-01,0.0,99992.9931640625,75.0,99992.9931640625,0.0,0.9999299316406248,0.008585041503906488
2016-06-02,92994.00024414062,7181.49560546875,76.5,100175.49584960938,0.0018251547410670366,1.0017549584960936,0.006760014648437673
2016-06-03,92746.00219726562,7181.49560546875,76.5,99927.49780273438,-0.00247563583061583,0.9992749780273437,0.00923999511718765
2016-06-06,0.0,99925.99780273438,78.0,99925.99780273438,-1.5010883220201165e-05,0.9992599780273437,0.009254995117187637
2016-06-07,0.0,99925.99780273438,78.0,99925.99780273438,0.0,0.9992599780273437,0.009254995117187637
2016-06-08,93527.001953125,6701.499755859375,79.5,100228.50170898438,0.0030272793157108957,1.0022850170898436,0.00622995605468768
2016-06-09,93358.00170898438,6701.499755859375,79.5,100059.50146484375,-0.001686149560843675,1.0005950146484375,0.007919958496093837
2016-06-10,0.0,100058.00146484375,81.0,100058.00146484375,-1.4991080087733977e-05,1.0005800146484376,0.007934958496093714
2016-06-13,91945.00122070312,7381.50146484375,82.5,99326.50268554688,-0.007310747452355382,0.9932650268554688,0.01524994628906251
2016-06-14,91846.00219726562,7381.50146484375,82.5,99227.50366210938,-0.0009967030023287915,0.9922750366210937,0.01623993652343758
2016-06-15,91572.998046875,7381.50146484375,82.5,98954.49951171875,-0.002751295158248235,0.9895449951171875,0.018969978027343792
2016-06-16,91953.99780273438,7381.50146484375,82.5,99335.49926757812,0.003850251961652784,0.9933549926757812,0.015159980468750112
2016-06-17,0.0,99333.99926757812,84.0,99333.99926757812,-1.5100341882456902e-05,0.9933399926757811,0.01517498046875021
2016-06-20,0.0,99333.99926757812,84.0,99333.99926757812,0.0,0.9933399926757811,0.01517498046875021
2016-06-21,0.0,99333.99926757812,84.0,99333.99926757812,0.0,0.9933399926757811,0.01517498046875021
2016-06-22,92082.00073242188,7127.50048828125,85.5,99209.50122070312,-0.0012533276400121807,0.992095012207031,0.01641996093750031
2016-06-23,0.0,99208.00122070312,87.0,99208.00122070312,-1.5119519617967647e-05,0.992080012207031,0.016434960937500298
2016-06-24,0.0,99208.00122070312,87.0,99208.00122070312,0.0,0.992080012207031,0.016434960937500298
2016-06-27,0.0,99208.00122070312,87.0,99208.00122070312,0.0,0.992080012207031,0.016434960937500298
2016-06-28,90235.99853515625,10468.500732421875,88.5,100704.49926757812,0.015084449121657073,1.007044992675781,0.0014699804687503537
2016-06-29,0.0,100702.99926757812,90.0,100702.99926757812,-1.4895064380571199e-05,1.0070299926757809,0.001484980468750452
2016-06-30,92813.00048828125,9019.49853515625,91.5,101832.4990234375,0.011216148119463476,1.0183249902343747,0.0
2016-07-01,92967.99926757812,9019.49853515625,91.5,101987.49780273438,0.0015220954094548045,1.0198749780273435,0.0
2016-07-05,92471.00219726562,9019.49853515625,91.5,101490.50073242188,-0.00487311759794129,1.0149050073242185,0.004969970703124993
2016-07-06,0.0,101489.00073242188,93.0,101489.00073242188,-1.477970833896336e-05,1.0148900073242184,0.004984970703125091
2016-07-07,0.0,101489.00073242188,93.0,101489.00073242188,0.0,1.0148900073242184,0.004984970703125091
2016-07-08,94225.0,8553.498046875,94.5,102778.498046875,0.012705783928771863,1.0277849804687496,0.0
2016-07-11,0.0,102776.998046875,96.0,102776.998046875,-1.4594492316000185e-05,1.0277699804687497,1.4999999999876223e-05
2016-07-12,95098.9990234375,8211.49658203125,97.5,103310.49560546875,0.005190826437160956,1.0331049560546872,0.0
2016-07-13,95102.001953125,8211.49658203125,97.5,103313.49853515625,2.9067033991969637e-05,1.0331349853515621,0.0
2016-07-14,95663.00048828125,8211.49658203125,97.5,103874.4970703125,0.005430060380399837,1.0387449707031247,0.0
2016-07-15,0.0,103872.9970703125,99.0,103872.9970703125,-1.4440503129264926e-05,1.0387299707031248,1.4999999999876223e-05
2016-07-18,95871.00219726562,8279.498779296875,100.5,104150.5009765625,0.002671569263204665,1.0415050097656247,0.0
2016-07-19,0.0,104149.0009765625,102.0,104149.0009765625,-1.4402235091859339e-05,1.0414900097656246,1.5000000000098268e-05
2016-07-20,96244.00024414062,8305.502685546875,103.5,104549.5029296875,0.003845470905814441,1.0454950292968748,0.0
2016-07-21,0.0,104548.0029296875,105.0,104548.0029296875,-1.4347270507863996e-05,1.045480029296875,1.4999999999876223e-05
2016-07-22,0.0,104548.0029296875,105.0,104548.0029296875,0.0,1.045480029296875,1.4999999999876223e-05
2016-07-25,0.0,104548.0029296875,105.0,104548.0029296875,0.0,1.045480029296875,1.4999999999876223e-05
2016-07-26,0.0,104548.0029296875,105.0,104548.0029296875,0.0,1.045480029296875,1.4999999999876223e-05
2016-07-27,95859.00268554688,8837.500244140625,106.5,104696.5029296875,0.0014204001591486826,1.0469650292968748,0.0
2016-07-28,0.0,104695.0029296875,108.0,104695.0029296875,-1.4327126102831045e-05,1.0469500292968748,1.5000000000098268e-05
2016-07-29,96175.0,8733.50537109375,109.5,104908.50537109375,0.002039280151218348,1.0490850537109373,0.0
2016-08-01,96178.99780273438,8733.50537109375,109.5,104912.50317382812,3.8107517786434286e-05,1.049125031738281,0.0
2016-08-02,95711.99951171875,8733.50537109375,109.5,104445.5048828125,-0.004451312063747603,1.0444550488281248,0.00466998291015619
2016-08-03,0.0,104444.0048828125,111.0,104444.0048828125,-1.4361556312847412e-05,1.044440048828125,0.004684982910156066
2016-08-04,0.0,104444.0048828125,111.0,104444.0048828125,0.0,1.044440048828125,0.004684982910156066
2016-08-05,96691.99829101562,8548.504638671875,112.5,105240.5029296875,0.00762607722452513,1.052405029296875,0.0
2016-08-08,0.0,105239.0029296875,114.0,105239.0029296875,-1.4253067576075473e-05,1.052390029296875,1.4999999999876223e-05
2016-08-09,96692.99926757812,8639.5048828125,115.5,105332.50415039062,0.0008884654747782772,1.0533250415039062,0.0
2016-08-10,0.0,105331.00415039062,117.0,105331.00415039062,-1.424061843113833e-05,1.053310041503906,1.5000000000098268e-05
2016-08-11,0.0,105331.00415039062,117.0,105331.00415039062,0.0,1.053310041503906,1.5000000000098268e-05
2016-08-12,0.0,105331.00415039062,117.0,105331.00415039062,0.0,1.053310041503906,1.5000000000098268e-05
2016-08-15,96882.00073242188,8678.503173828125,118.5,105560.50390625,0.0021788433302287746,1.0556050390624998,0.0
2016-08-16,0.0,105559.00390625,120.0,105559.00390625,-1.4209860170200095e-05,1.0555900390624997,1.5000000000098268e-05
2016-08-17,0.0,105559.00390625,120.0,105559.00390625,0.0,1.0555900390624997,1.5000000000098268e-05
2016-08-18,0.0,105559.00390625,120.0,105559.00390625,0.0,1.0555900390624997,1.5000000000098268e-05
2016-08-19,96479.99877929688,8849.502197265625,121.5,105329.5009765625,-0.002174167254281101,1.0532950097656246,0.0023100292968751823
2016-08-22,0.0,105328.0009765625,123.0,105328.0009765625,-1.4241024462235963e-05,1.0532800097656245,0.0023250292968752806
2016-08-23,96539.00146484375,8911.49853515625,124.5,105450.5,0.0011630242889044684,1.0545049999999996,0.0011000390625002243
2016-08-24,0.0,105449.0,126.0,105449.0,-1.4224683619334932e-05,1.0544899999999995,0.0011150390625003226
2016-08-25,0.0,105449.0,126.0,105449.0,0.0,1.0544899999999995,0.0011150390625003226
2016-08-26,95905.99975585938,9466.500244140625,127.5,105372.5,-0.0007254691841553917,1.0537249999999994,0.0018800390625004493
2016-08-29,96354.99877929688,9466.500244140625,127.5,105821.4990234375,0.00426106454186348,1.0582149902343745,0.0
2016-08-30,0.0,105819.9990234375,129.0,105819.9990234375,-1.4174813377620943e-05,1.0581999902343746,1.4999999999876223e-05
2016-08-31,0.0,105819.9990234375,129.0,105819.9990234375,0.0,1.0581999902343746,1.4999999999876223e-05
2016-09-01,96023.9990234375,9810.497314453125,130.5,105834.49633789062,0.00013699975984615698,1.058344963378906,0.0
2016-09-02,96366.99829101562,9810.497314453125,130.5,106177.49560546875,0.0032409023470292286,1.0617749560546872,0.0
2016-09-06,0.0,106175.99560546875,132.0,106175.99560546875,-1.4127287439213987e-05,1.0617599560546873,1.4999999999876223e-05
2016-09-07,96611.99951171875,9490.492919921875,133.5,106102.49243164062,-0.0006922767562382859,1.061024924316406,0.0007500317382811428
2016-09-08,96434.00268554688,9490.492919921875,133.5,105924.49560546875,-0.001677593259993948,1.0592449560546873,0.002529999999999921
2016-09-09,94261.99951171875,9490.492919921875,133.5,103752.49243164062,-0.020505201949868823,1.037524924316406,0.02425003173828122
2016-09-12,0.0,103750.99243164062,135.0,103750.99243164062,-1.4457484006857868e-05,1.0375099243164059,0.024265031738281317
2016-09-13,0.0,103750.99243164062,135.0,103750.99243164062,0.0,1.0375099243164059,0.024265031738281317
2016-09-14,0.0,103750.99243164062,135.0,103750.99243164062,0.0,1.0375099243164059,0.024265031738281317
2016-09-15,95259.99755859375,9420.49462890625,136.5,104680.4921875,0.008958948093646502,1.0468049218749997,0.014970034179687453
2016-09-16,0.0,104678.9921875,138.0,104678.9921875,-1.4329317417738352e-05,1.0467899218749996,0.01498503417968755
2016-09-19,0.0,104678.9921875,138.0,104678.9921875,0.0,1.0467899218749996,0.01498503417968755
2016-09-20,94877.001953125,9942.49462890625,139.5,104819.49658203125,0.0013422406119423247,1.0481949658203122,0.01357999023437495
2016-09-21,0.0,104817.99658203125,141.0,104817.99658203125,-1.431031486420764e-05,1.0481799658203124,0.013594990234374826
2016-09-22,96320.00122070312,9091.49658203125,142.5,105411.49780273438,0.005662207255016982,1.0541149780273436,0.007659978027343639
2016-09-23,95795.00122070312,9091.49658203125,142.5,104886.49780273438,-0.004980481360605249,1.0488649780273436,0.012909978027343616
2016-09-26,0.0,104884.99780273438,144.0,104884.99780273438,-1.4301173472452966e-05,1.0488499780273437,0.012924978027343492
2016-09-27,95565.00244140625,10007.496826171875,145.5,105572.49926757812,0.006554812215725958,1.0557249926757812,0.006049963378905954
2016-09-28,0.0,105570.99926757812,147.0,105570.99926757812,-1.4208245617042259e-05,1.0557099926757811,0.006064963378906052
2016-09-29,95091.99829101562,9563.49951171875,148.5,104655.49780273438,-0.008671902996042813,1.0465549780273438,0.015219978027343428
2016-09-30,0.0,104653.99780273438,150.0,104653.99780273438,-1.4332739621814028e-05,1.0465399780273439,0.015234978027343304
2016-10-03,0.0,104653.99780273438,150.0,104653.99780273438,0.0,1.0465399780273439,0.015234978027343304
2016-10-04,0.0,104653.99780273438,150.0,104653.99780273438,0.0,1.0465399780273439,0.015234978027343304
2016-10-05,95655.99975585938,9404.499755859375,151.5,105060.49951171875,0.0038842444389999287,1.0506049951171876,0.011169960937499557
2016-10-06,0.0,105058.99951171875,153.0,105058.99951171875,-1.4277487799585487e-05,1.0505899951171878,0.011184960937499433
2016-10-07,95509.00268554688,9374.497802734375,154.5,104883.50048828125,-0.0016704806275822381,1.0488350048828128,0.012939951171874409
2016-10-10,0.0,104882.00048828125,156.0,104882.00048828125,-1.4301582165088256e-05,1.048820004882813,0.012954951171874285
2016-10-11,0.0,104882.00048828125,156.0,104882.00048828125,0.0,1.048820004882813,0.012954951171874285
2016-10-12,0.0,104882.00048828125,156.0,104882.00048828125,0.0,1.048820004882813,0.012954951171874285
2016-10-13,94641.99829101562,9918.5009765625,157.5,104560.49926757812,-0.0030653612555668897,1.0456049926757816,0.01616996337890564
2016-10-14,0.0,104558.99926757812,159.0,104558.99926757812,-1.434576164527357e-05,1.0455899926757815,0.016184963378905737
2016-10-17,94429.99877929688,9868.497802734375,160.5,104298.49658203125,-0.0024914420315005348,1.0429849658203127,0.018789990234374443
2016-10-18,0.0,104296.99658203125,162.0,104296.99658203125,-1.4381798867257878e-05,1.0429699658203126,0.01880499023437454
2016-10-19,0.0,104296.99658203125,162.0,104296.99658203125,0.0,1.0429699658203126,0.01880499023437454
2016-10-20,94911.99951171875,9294.49560546875,163.5,104206.4951171875,-0.000867728389211786,1.0420649511718751,0.01971000488281205
2016-10-21,0.0,104204.9951171875,165.0,104204.9951171875,-1.4394496219427566e-05,1.042049951171875,0.019725004882812147
2016-10-24,0.0,104204.9951171875,165.0,104204.9951171875,0.0,1.042049951171875,0.019725004882812147
2016-10-25,95279.99877929688,8733.493896484375,166.5,104013.49267578125,-0.0018377472326628341,1.0401349267578124,0.021640029296874808
2016-10-26,0.0,104011.99267578125,168.0,104011.99267578125,-1.4421205955184035e-05,1.0401199267578125,0.021655029296874684
2016-10-27,94998.9990234375,8889.490478515625,169.5,103888.48950195312,-0.0011873935942473546,1.0388848950195313,0.022890061035155895
2016-10-28,94532.00073242188,8889.490478515625,169.5,103421.4912109375,-0.0044951879968073705,1.034214912109375,0.027560043945312085
2016-10-31,94386.99951171875,8889.490478515625,169.5,103276.48999023438,-0.0014020414809856607,1.0327648999023438,0.029010056152343422
2016-11-01,93835.99853515625,8889.490478515625,169.5,102725.48901367188,-0.005335202393251359,1.027254890136719,0.0345200659179683
2016-11-02,93169.00024414062,8889.490478515625,169.5,102058.49072265625,-0.006493016459886092,1.0205849072265627,0.04119004882812449
2016-11-03,92663.00048828125,8889.490478515625,169.5,101552.49096679688,-0.004957938847385379,1.0155249096679688,0.04625004638671837
2016-11-04,92384.00268554688,8889.490478515625,169.5,101273.4931640625,-0.002747326038763487,1.0127349316406251,0.04904002441406208
2016-11-07,94434.99755859375,8889.490478515625,169.5,103324.48803710938,0.020252040380638103,1.0332448803710939,0.028530075683593337
2016-11-08,0.0,103322.98803710938,171.0,103322.98803710938,-1.4517371714095617e-05,1.0332298803710938,0.028545075683593435
2016-11-09,95946.00219726562,8569.486083984375,172.5,104515.48828125,0.011541480427495365,1.0451548828125001,0.01662007324218706
2016-11-10,96040.00244140625,8569.486083984375,172.5,104609.48852539062,0.0008993905658045698,1.0460948852539063,0.015680070800780932
2016-11-11,95867.99926757812,8569.486083984375,172.5,104437.4853515625,-0.0016442406540050358,1.044374853515625,0.017400102539062212
2016-11-14,0.0,104435.9853515625,174.0,104435.9853515625,-1.4362659106037512e-05,1.044359853515625,0.01741510253906209
2016-11-15,96228.0029296875,8900.482666015625,175.5,105128.48559570312,0.006630858528403394,1.0512848559570314,0.01049010009765583
2016-11-16,0.0,105126.98559570312,177.0,105126.98559570312,-1.4268254617144649e-05,1.0512698559570315,0.010505100097655706
2016-11-17,96561.99951171875,8986.484130859375,178.5,105548.48364257812,0.004009418176375679,1.0554848364257814,0.006290119628905799
2016-11-18,0.0,105546.98364257812,180.0,105546.98364257812,-1.4211478443160175e-05,1.0554698364257815,0.0063051196289056755
2016-11-21,0.0,105546.98364257812,180.0,105546.98364257812,0.0,1.0554698364257815,0.0063051196289056755
2016-11-22,0.0,105546.98364257812,180.0,105546.98364257812,0.0,1.0554698364257815,0.0063051196289056755
2016-11-23,97109.00268554688,8407.483154296875,181.5,105516.48583984375,-0.00028895001715678603,1.0551648583984379,0.006610097656249314
2016-11-25,97525.0,8407.483154296875,181.5,105932.48315429688,0.003942486438418102,1.059324831542969,0.0024501245117181103
2016-11-28,0.0,105930.98315429688,183.0,105930.98315429688,-1.4159962603899068e-05,1.059309831542969,0.0024651245117182086
2016-11-29,0.0,105930.98315429688,183.0,105930.98315429688,0.0,1.059309831542969,0.0024651245117182086
2016-11-30,96884.00268554688,8730.484130859375,184.5,105614.48681640625,-0.0029877598457631604,1.0561448681640628,0.005630087890624358
2016-12-01,0.0,105612.98681640625,186.0,105612.98681640625,-1.420259706041982e-05,1.056129868164063,0.005645087890624234
2016-12-02,96628.0029296875,8950.48828125,187.5,105578.4912109375,-0.00032662276211081753,1.0557849121093754,0.005990043945311774
2016-12-05,97119.00024414062,8950.48828125,187.5,106069.48852539062,0.00465054301138057,1.0606948852539066,0.0010800708007805415
